date, pm25, pm10, o3, no2, so2, co
2018/9/27, 30, 18, 4, 5, , 
2018/9/28, 36, 12, 3, 6, , 
2018/9/29, 31, 11, 3, 8, , 
2018/9/30, 38, 7, 7, 1, , 
2018/10/1, 13, , , , , 
2018/4/2, 20, , 17, 3, , 
2018/4/3, 22, , 13, 5, , 
2018/4/4, 26, , 13, 4, , 
2018/4/5, 30, , 12, 3, , 
2018/4/6, 6, , 11, 3, , 
2018/4/7, 6, , 15, 3, , 
2018/4/8, 16, , 13, 2, , 
2018/4/9, 13, , 12, 6, , 
2018/4/10, 27, , 18, 5, , 
2018/4/11, 26, , 16, 3, , 
2018/4/12, 15, , 14, 6, , 
2018/4/13, 26, , 14, 4, , 
2018/4/14, 15, , 18, 3, , 
2018/4/15, 26, , 16, 4, , 
2018/4/16, 13, , 13, 3, , 
2018/4/17, 10, , 13, 6, , 
2018/4/18, 24, , 12, 5, , 
2018/4/19, 21, , 13, 6, , 
2018/4/20, 26, , 14, 4, , 
2018/4/21, 24, , 17, 3, , 
2018/4/22, 16, , 13, 4, , 
2018/4/23, 17, , 12, 7, , 
2018/4/24, 18, , 9, 11, , 
2018/4/25, 38, , 10, 9, , 
2018/4/26, 36, , 11, 11, , 
2018/4/27, 41, , 16, 6, , 
2018/4/28, 41, , 13, 4, , 
2018/4/29, 13, , 11, 5, , 
2018/4/30, 19, , 8, 6, , 
2018/5/1, 28, , 14, 4, , 
2018/5/2, 35, , 11, 7, , 
2018/5/3, 41, , 11, 7, , 
2018/5/4, 43, , 14, 5, , 
2018/5/5, 27, , 11, 5, , 
2018/5/6, 21, , 9, 7, , 
2018/5/7, 23, , 9, 4, , 
2018/5/8, 33, , 12, 9, , 
2018/5/9, 24, , 16, 3, , 
2018/5/10, 19, , 16, 3, , 
2018/5/11, 33, , 12, 4, , 
2018/5/12, 12, , 9, 5, , 
2018/5/13, 7, , 8, 7, , 
2018/5/14, 4, , 14, 8, , 
2018/5/15, 34, 21, 14, 8, , 
2018/5/16, 46, 12, 11, 5, , 
2018/5/17, 29, 13, 11, 5, , 
2018/5/18, 35, 16, 9, 7, , 
2018/5/19, 31, 16, 7, 9, , 
2018/5/20, 36, 8, 12, 4, , 
2018/5/21, 31, 13, 13, 4, , 
2018/5/22, 24, 14, 14, 6, , 
2018/5/23, 32, 15, 15, 7, , 
2018/5/24, 32, 10, 12, 4, , 
2018/5/25, 19, 14, 15, 5, , 
2018/5/26, 29, 10, 15, 3, , 
2018/5/27, 25, 11, 17, 4, , 
2018/5/28, 21, 12, 13, 4, , 
2018/5/29, 15, 8, 14, 4, , 
2018/5/30, 23, 8, 13, 3, , 
2018/5/31, 17, , , , , 
2018/6/3, 16, , , , , 
2018/6/5, 24, 8, 12, 4, , 
2018/6/6, 30, 10, 12, 6, , 
2018/6/8, 15, 6, 13, 4, , 
2018/6/9, 16, 6, 15, 4, , 
2018/6/10, 18, 5, 12, 1, , 
2018/6/11, 9, 7, 12, 3, , 
2018/6/12, 16, 6, 10, 4, , 
2018/6/13, 14, 6, 9, 4, , 
2018/6/14, 8, 8, 8, 3, , 
2018/6/15, 19, 10, 9, 3, , 
2018/6/16, 16, 10, 10, 5, , 
2018/6/17, 16, 12, 8, 7, , 
2018/6/18, 28, 18, 12, 8, , 
2018/6/19, 38, 19, 11, 7, , 
2018/6/20, 43, 21, 10, 10, , 
2018/6/21, 42, 11, 11, 3, , 
2018/6/22, 29, 10, 9, 3, , 
2018/6/23, 24, 10, 10, 5, , 
2018/6/24, 18, 10, 10, 5, , 
2018/6/25, 20, 6, 13, 4, , 
2018/6/26, 20, 7, 12, 3, , 
2018/6/27, 16, 9, 11, 5, , 
2018/6/28, 15, 11, 9, 5, , 
2018/6/29, 21, 9, 8, 4, , 
2018/6/30, 15, 5, 6, 3, , 
2018/7/1, 10, 7, 10, 4, , 
2018/1/3, 52, , 1, 6, , 
2018/1/4, 44, , , 7, , 
2018/1/5, 17, , 1, 5, , 
2018/1/6, 31, , 4, 9, , 
2018/1/7, 21, , 10, 6, , 
2018/1/8, 9, , 11, 2, , 
2018/1/9, 9, , 9, 3, , 
2018/1/10, 26, , 8, 6, , 
2018/1/11, 25, , 6, 9, , 
2018/1/12, 22, , 6, 9, , 
2018/1/13, 31, , 1, 11, , 
2018/1/14, 14, , 8, 4, , 
2018/1/15, 36, , 1, 7, , 
2018/1/16, 27, , 1, 8, , 
2018/1/17, 18, , 7, 6, , 
2018/1/18, 13, , 11, 4, , 
2018/1/19, 26, , 12, 5, , 
2018/1/20, 16, , 11, 4, , 
2018/1/21, 19, , 13, 3, , 
2018/1/22, 17, , 15, 2, , 
2018/1/23, 26, , 12, 7, , 
2018/1/24, 13, , 12, 3, , 
2018/1/25, 11, , 11, 5, , 
2018/1/26, 24, , 11, 6, , 
2018/1/27, 25, , 11, 5, , 
2018/1/28, 37, , 6, 5, , 
2018/1/29, 10, , 10, 2, , 
2018/1/30, 20, , 10, 6, , 
2018/1/31, 32, , 9, 9, , 
2018/2/1, 17, , 9, 5, , 
2018/2/2, 10, , 7, 2, , 
2018/2/3, 12, , 7, 4, , 
2018/2/4, 15, , 3, 6, , 
2018/2/5, 6, , 4, 3, , 
2018/2/6, 21, , 6, 8, , 
2018/2/7, 20, , 4, 5, , 
2018/2/8, 11, , 3, 5, , 
2018/2/9, 20, , 7, 7, , 
2018/2/10, 23, , 6, 5, , 
2018/2/11, 25, , 6, 6, , 
2018/2/12, 19, , 10, 3, , 
2018/2/13, 22, , 13, 5, , 
2018/2/14, 29, , 11, 7, , 
2018/2/15, 28, , 8, 7, , 
2018/2/16, 24, , 6, 6, , 
2018/2/17, 19, , 8, 5, , 
2018/2/18, 11, , 12, 4, , 
2018/2/19, 12, , 16, 1, , 
2018/2/20, 22, , 13, 6, , 
2018/2/21, 22, , 11, 5, , 
2018/2/22, 22, , 12, 6, , 
2018/2/23, 22, , 10, 6, , 
2018/2/24, 21, , 12, 4, , 
2018/2/25, 29, , 9, 5, , 
2018/2/26, 18, , 10, 5, , 
2018/2/27, 29, , 9, 7, , 
2018/2/28, 22, , 8, 6, , 
2018/3/1, 20, , 15, 3, , 
2018/3/2, 19, , 16, 4, , 
2018/3/3, 22, , 12, 5, , 
2018/3/4, 19, , 10, 3, , 
2018/3/5, 28, , 11, 3, , 
2018/3/6, 27, , 6, 6, , 
2018/3/7, 21, , 9, 6, , 
2018/3/8, 27, , 6, 8, , 
2018/3/9, 15, , 10, 5, , 
2018/3/10, 21, , 15, 5, , 
2018/3/11, 23, , 10, 6, , 
2018/3/12, 19, , 9, 7, , 
2018/3/13, 26, , 10, 8, , 
2018/3/14, 31, , 11, 11, , 
2018/3/15, 15, , 13, 5, , 
2018/3/16, 13, , 12, 4, , 
2018/3/17, 22, , 10, 6, , 
2018/3/18, 27, , 10, 5, , 
2018/3/19, 34, , 10, 5, , 
2018/3/20, 44, , 8, 6, , 
2018/3/21, 38, , 11, 5, , 
2018/3/22, 24, , 12, 6, , 
2018/3/23, 18, , 14, 5, , 
2018/3/24, 18, , 15, 4, , 
2018/3/25, 18, , 11, 4, , 
2018/3/26, 18, , 5, 3, , 
2018/3/27, 14, , 11, 5, , 
2018/3/28, 15, , 10, 5, , 
2018/3/29, 30, , 13, 4, , 
2018/3/30, 26, , 8, 4, , 
2018/3/31, 20, , 12, 3, , 
2018/4/1, 25, , 6, 4, , 
2017/10/2, 12, , 5, 4, , 
2017/10/3, 23, , 6, 6, , 
2017/10/4, 28, , 3, 8, , 
2017/10/5, 30, , 6, 8, , 
2017/10/6, 36, , 6, 7, , 
2017/10/7, 28, , 8, 3, , 
2017/10/8, 20, , 6, 3, , 
2017/10/9, 18, , 6, 3, , 
2017/10/10, 18, , 10, 5, , 
2017/10/11, 17, , 6, 5, , 
2017/10/12, 15, , 7, 3, , 
2017/10/13, 15, , 6, 4, , 
2017/10/14, 25, , 7, 3, , 
2017/10/15, 21, , 8, 4, , 
2017/10/16, 14, , 9, 4, , 
2017/10/17, 14, , 11, 6, , 
2017/10/18, 27, , 12, 4, , 
2017/10/19, 19, , 10, 6, , 
2017/10/20, 14, , 11, 4, , 
2017/10/21, 19, , 10, 2, , 
2017/10/22, 13, , 11, 4, , 
2017/10/23, 27, , 6, 3, , 
2017/10/24, 27, , 3, 7, , 
2017/10/25, 24, , 1, 7, , 
2017/10/26, 25, , 3, 5, , 
2017/10/27, 28, , 1, 6, , 
2017/10/28, 29, , , , , 
2017/10/30, 41, , 2, 9, , 
2017/10/31, 51, , 2, 8, , 
2017/11/1, 54, , 2, 8, , 
2017/11/2, 54, , 9, 2, , 
2017/11/3, 11, , 10, 2, , 
2017/11/4, 24, , 8, 3, , 
2017/11/5, 29, , 13, 1, , 
2017/11/6, 31, , 9, 6, , 
2017/11/7, 37, , 4, 10, , 
2017/11/8, 52, , 3, 12, , 
2017/11/9, 49, , 7, 7, , 
2017/11/10, 31, , 5, 4, , 
2017/11/11, 26, , 8, 2, , 
2017/11/12, 12, , 11, 2, , 
2017/11/13, 5, , 14, 3, , 
2017/11/14, 17, , 12, 5, , 
2017/11/15, 18, , 12, 5, , 
2017/11/16, 15, , 8, 8, , 
2017/11/17, 21, , 5, 7, , 
2017/11/18, 31, , 5, 4, , 
2017/11/19, 12, , 12, 2, , 
2017/11/20, 12, , 8, 5, , 
2017/11/21, 18, , 5, 6, , 
2017/11/22, 25, , , , , 
2017/11/24, 24, , 8, 6, , 
2017/11/25, 17, , 12, 3, , 
2017/11/26, 10, , 11, 4, , 
2017/11/27, 20, , 6, 6, , 
2017/11/28, 29, , 11, 5, , 
2017/11/29, 18, , 5, 5, , 
2017/11/30, 23, , 10, 4, , 
2017/12/1, 11, , 10, 4, , 
2017/12/2, 19, , 10, 4, , 
2017/12/3, 17, , 5, 3, , 
2017/12/4, 22, , 3, 4, , 
2017/12/5, 30, , 2, 5, , 
2017/12/6, 32, , 1, 6, , 
2017/12/7, 34, , , 8, , 
2017/12/8, 45, , , 8, , 
2017/12/9, 38, , , 4, , 
2017/12/10, 32, , 1, 5, , 
2017/12/11, 40, , 1, 6, , 
2017/12/12, 39, , 1, 6, , 
2017/12/13, 49, , , 7, , 
2017/12/14, 44, , 1, 7, , 
2017/12/15, 35, , , 8, , 
2017/12/16, 53, , 4, 4, , 
2017/12/17, 33, , 7, 2, , 
2017/12/18, 5, , 4, 7, , 
2017/12/19, 23, , 7, 10, , 
2017/12/20, 19, , 10, 5, , 
2017/12/21, 14, , 4, 6, , 
2017/12/22, 24, , 10, 4, , 
2017/12/23, 25, , 9, 5, , 
2017/12/24, 22, , 3, 7, , 
2017/12/25, 33, , 7, 8, , 
2017/12/26, 42, , 2, 8, , 
2017/12/27, 45, , 6, 6, , 
2017/12/28, 25, , 6, 4, , 
2017/12/29, 11, , 4, 7, , 
2017/12/30, 20, , 7, 6, , 
2017/12/31, 29, , 1, 8, , 
2017/7/2, 31, , 15, 3, , 
2017/7/3, 20, , 14, 2, , 
2017/7/4, 22, , 13, 4, , 
2017/7/5, 19, , 14, 7, , 
2017/7/6, 29, , 16, 9, , 
2017/7/7, 36, , 14, 5, , 
2017/7/8, 45, , 16, 5, , 
2017/7/9, 29, , 14, 4, , 
2017/7/10, 22, , 11, 5, , 
2017/7/11, 20, , 13, 6, , 
2017/7/12, 33, , 12, 7, , 
2017/7/13, 29, , 12, 4, , 
2017/7/14, 22, , 12, 6, , 
2017/7/15, 22, , 13, 4, , 
2017/7/16, 24, , 11, 2, , 
2017/7/17, 14, , 10, 4, , 
2017/7/18, 23, , 14, 6, , 
2017/7/19, 56, , 12, 5, , 
2017/7/20, 24, , 10, 3, , 
2017/7/21, 13, , 7, 5, , 
2017/7/22, 19, , 8, 2, , 
2017/7/23, 13, , 9, 3, , 
2017/7/24, 21, , 8, 4, , 
2017/7/25, 26, , 9, 6, , 
2017/7/26, 34, , 8, 8, , 
2017/7/27, 30, , 11, 4, , 
2017/7/28, 21, , 9, 5, , 
2017/7/29, 14, , 13, 4, , 
2017/7/30, 27, , 11, 4, , 
2017/7/31, 9, , 11, 5, , 
2017/8/1, 19, , 6, 8, , 
2017/8/2, 36, , 7, 9, , 
2017/8/3, 118, , 3, 10, , 
2017/8/4, 147, , 2, 11, , 
2017/8/5, 113, , 5, 10, , 
2017/8/6, 119, , 13, 10, , 
2017/8/7, 123, , 14, 9, , 
2017/8/8, 137, , 8, 13, , 
2017/8/9, 145, , 6, 13, , 
2017/8/10, 152, , 15, 16, , 
2017/8/11, 150, , 11, 13, , 
2017/8/12, 106, , 9, 3, , 
2017/8/13, 33, , 9, 3, , 
2017/8/14, 9, , 8, 4, , 
2017/8/15, 40, , 8, 5, , 
2017/8/16, 34, , 9, 6, , 
2017/8/17, 31, , 7, 6, , 
2017/8/18, 25, , 8, 4, , 
2017/8/19, 26, , 11, 4, , 
2017/8/20, 29, , 9, 4, , 
2017/8/21, 31, , 8, 8, , 
2017/8/22, 27, , 10, 10, , 
2017/8/23, 41, , 7, 5, , 
2017/8/24, 26, , 12, 4, , 
2017/8/25, 29, , 6, 5, , 
2017/8/26, 17, , 13, 7, , 
2017/8/27, 23, , 8, 7, , 
2017/8/28, 18, , 4, 8, , 
2017/8/29, 29, , 23, 8, , 
2017/8/30, 74, , 10, 6, , 
2017/8/31, 27, , 10, 5, , 
2017/9/1, 28, , 10, 8, , 
2017/9/2, 29, , 10, 10, , 
2017/9/3, 27, , 7, 7, , 
2017/9/4, 17, , 6, 8, , 
2017/9/5, 31, , 1, 11, , 
2017/9/6, 98, , , , , 
2017/9/11, 22, , 5, 10, , 
2017/9/12, 34, , 8, 6, , 
2017/9/13, 19, , 8, 5, , 
2017/9/14, 25, , 8, 7, , 
2017/9/15, 34, , 5, 10, , 
2017/9/16, 33, , 7, 11, , 
2017/9/17, 35, , 10, 4, , 
2017/9/18, 41, , 10, 4, , 
2017/9/19, 20, , 8, 5, , 
2017/9/20, 15, , 8, 4, , 
2017/9/21, 17, , 6, 5, , 
2017/9/22, 23, , 5, 7, , 
2017/9/23, 29, , 6, 6, , 
2017/9/24, 26, , 7, 6, , 
2017/9/25, 31, , 7, 4, , 
2017/9/26, 18, , 5, 5, , 
2017/9/27, 26, , 2, 6, , 
2017/9/28, 21, , 4, 9, , 
2017/9/29, 35, , 6, 7, , 
2017/9/30, 33, , 9, 3, , 
2017/10/1, 21, , 8, 2, , 
2017/4/2, 14, , 16, 3, , 
2017/4/3, 21, , 11, 5, , 
2017/4/4, 30, , 17, 5, , 
2017/4/5, 29, , 15, 4, , 
2017/4/6, 14, , 16, 3, , 
2017/4/7, 13, , 18, 5, , 
2017/4/8, 23, , 17, 4, , 
2017/4/9, 20, , 18, 2, , 
2017/4/10, 19, , 17, 3, , 
2017/4/11, 17, , 15, 5, , 
2017/4/12, 20, , 14, 6, , 
2017/4/13, 17, , 17, 4, , 
2017/4/14, 14, , 14, 2, , 
2017/4/15, 16, , 16, 2, , 
2017/4/16, 16, , 10, 6, , 
2017/4/17, 24, , 13, 3, , 
2017/4/18, 18, , 16, 5, , 
2017/4/19, 21, , 16, 4, , 
2017/4/20, 24, , 15, 6, , 
2017/4/21, 20, , 12, 6, , 
2017/4/22, 25, , 15, 6, , 
2017/4/23, 22, , 17, 2, , 
2017/4/24, 9, , 14, 3, , 
2017/4/25, 8, , 14, 4, , 
2017/4/26, 22, , 17, 4, , 
2017/4/27, 13, , 16, 4, , 
2017/4/28, 21, , 14, 3, , 
2017/4/29, 26, , 13, 3, , 
2017/4/30, 27, , 16, 3, , 
2017/5/1, 17, , 13, 4, , 
2017/5/2, 17, , 13, 6, , 
2017/5/3, 33, , 9, 3, , 
2017/5/4, 5, , 5, 7, , 
2017/5/5, 19, , 14, 4, , 
2017/5/6, 24, , 17, 3, , 
2017/5/7, 25, , 14, 2, , 
2017/5/8, 20, , 11, 5, , 
2017/5/9, 35, , 13, 7, , 
2017/5/10, 29, , 11, 8, , 
2017/5/11, 29, , 17, 5, , 
2017/5/12, 16, , 14, 4, , 
2017/5/13, 15, , 12, 3, , 
2017/5/14, 16, , 13, 3, , 
2017/5/15, 14, , 15, 4, , 
2017/5/16, 17, , 14, 3, , 
2017/5/17, 9, , , , , 
2017/5/24, 29, , 14, 4, , 
2017/5/25, 30, , 12, 5, , 
2017/5/26, 27, , 15, 6, , 
2017/5/27, 30, , 17, 6, , 
2017/5/28, 31, , 16, 8, , 
2017/5/29, 32, , 15, 10, , 
2017/5/30, 46, , 12, 6, , 
2017/5/31, 27, , 10, 5, , 
2017/6/1, 21, , 8, 3, , 
2017/6/2, 9, , 13, 3, , 
2017/6/3, 18, , 14, 4, , 
2017/6/4, 20, , 15, 3, , 
2017/6/5, 17, , 13, 6, , 
2017/6/6, 20, , 16, 7, , 
2017/6/7, 18, , 17, 9, , 
2017/6/8, 21, , 14, 6, , 
2017/6/9, 18, , 15, 3, , 
2017/6/10, 24, , 14, 3, , 
2017/6/11, 16, , 12, 3, , 
2017/6/12, 15, , 13, 3, , 
2017/6/13, 23, , 12, 3, , 
2017/6/14, 29, , 14, 4, , 
2017/6/15, 24, , 11, 2, , 
2017/6/16, 11, , 12, 4, , 
2017/6/17, 16, , 13, 3, , 
2017/6/18, 29, , 10, 1, , 
2017/6/19, 8, , 5, 6, , 
2017/6/20, 18, , 10, 5, , 
2017/6/21, 25, , 12, 4, , 
2017/6/22, 35, , 13, 4, , 
2017/6/23, 19, , 10, 6, , 
2017/6/24, 20, , 10, 9, , 
2017/6/25, 23, , 7, 5, , 
2017/6/26, 30, , 10, 7, , 
2017/6/27, 33, , 10, 6, , 
2017/6/28, 34, , 9, 4, , 
2017/6/29, 34, , 14, 7, , 
2017/6/30, 34, , 13, 8, , 
2017/7/1, 38, , 16, 3, , 
2017/1/3, 12, , 13, 6, , 
2017/1/4, 31, , 8, 8, , 
2017/1/5, 38, , 4, 9, , 
2017/1/6, 32, , 10, 4, , 
2017/1/7, 23, , 9, 8, , 
2017/1/8, 23, , 5, 13, , 
2017/1/9, 36, , 8, 9, , 
2017/1/10, 32, , 13, 7, , 
2017/1/11, 22, , 7, 10, , 
2017/1/12, 15, , 5, 10, , 
2017/1/13, 46, , 5, 11, , 
2017/1/14, 33, , 2, 9, , 
2017/1/15, 40, , 2, 8, , 
2017/1/16, 43, , 8, 8, , 
2017/1/17, 27, , 12, 5, , 
2017/1/18, 11, , 10, 6, , 
2017/1/19, 28, , 13, 6, , 
2017/1/20, 15, , 11, 8, , 
2017/1/21, 13, , 9, 3, , 
2017/1/22, 5, , 9, 4, , 
2017/1/23, 10, , 7, 7, , 
2017/1/24, 20, , 2, 7, , 
2017/1/25, 31, , 1, 6, , 
2017/1/26, 22, , 1, 7, , 
2017/1/27, 27, , 6, 8, , 
2017/1/28, 26, , 8, 6, , 
2017/1/29, 14, , 7, 5, , 
2017/1/30, 27, , 5, 6, , 
2017/1/31, 16, , 12, 7, , 
2017/2/1, 16, , 15, 7, , 
2017/2/2, 27, , 8, 11, , 
2017/2/3, 34, , 3, 14, , 
2017/2/4, 38, , 12, 4, , 
2017/2/7, 24, , 8, 12, , 
2017/2/8, 22, , 2, 16, , 
2017/2/9, 55, , 2, 14, , 
2017/2/10, 37, , 10, 9, , 
2017/2/11, 31, , 8, 5, , 
2017/2/12, 34, , 8, 6, , 
2017/2/13, 26, , 5, 8, , 
2017/2/14, 31, , 8, 7, , 
2017/2/15, 29, , 13, 7, 1, 
2017/2/16, 17, , 12, 6, , 
2017/2/17, 30, , 10, 5, , 
2017/2/18, 29, , 7, 7, , 
2017/2/19, 26, , 13, 2, , 
2017/2/20, 16, , 11, 6, , 
2017/2/21, 25, , 6, 6, , 
2017/2/22, 27, , 9, 5, , 
2017/2/23, 23, , 8, 6, , 
2017/2/24, 19, , 12, 4, , 
2017/2/25, 23, , 10, 5, , 
2017/2/26, 25, , 13, 4, , 
2017/2/27, 18, , 11, 6, , 
2017/2/28, 35, , 9, 6, , 
2017/3/1, 38, , 11, 7, , 
2017/3/2, 23, , 9, 7, , 
2017/3/3, 18, , 11, 7, , 
2017/3/4, 15, , 16, 3, , 
2017/3/5, 14, , 14, 5, , 
2017/3/6, 19, , 13, 6, , 
2017/3/7, 25, , 14, 4, , 
2017/3/8, 23, , 14, 4, , 
2017/3/9, 13, , 12, 4, , 
2017/3/10, 14, , 12, 5, , 
2017/3/11, 26, , 11, 5, , 
2017/3/12, 22, , 10, 4, , 
2017/3/13, 14, , 11, 4, , 
2017/3/14, 11, , 9, 6, , 
2017/3/15, 15, , 11, 5, , 
2017/3/16, 19, , 11, 7, , 
2017/3/17, 31, , 13, 5, , 
2017/3/18, 15, , 14, 6, , 
2017/3/19, 20, , 16, 3, , 
2017/3/20, 21, , 9, 11, , 
2017/3/21, 25, , 9, 8, 1, 
2017/3/22, 18, , 12, 5, , 
2017/3/23, 15, , 15, 4, , 
2017/3/24, 26, , 13, 7, , 
2017/3/25, 20, , 19, 3, , 
2017/3/26, 27, , 15, 2, , 
2017/3/27, 16, , 15, 5, , 
2017/3/28, 14, , 15, 4, , 
2017/3/29, 13, , 18, 5, , 
2017/3/30, 14, , 13, 7, , 
2017/3/31, 23, , 13, 5, , 
2017/4/1, 28, , 13, 5, , 
2016/10/10, 22, , 5, 3, , 
2016/10/11, 20, , 4, 6, , 
2016/10/12, 25, , 5, 9, , 
2016/10/13, 45, , 10, 5, , 
2016/10/14, 41, , 11, 6, , 
2016/10/15, 24, , 13, 3, , 
2016/10/16, 40, , 11, 3, , 
2016/10/17, 38, , 10, 6, , 
2016/10/18, 52, , 6, 7, , 
2016/10/19, 36, , 9, 6, , 
2016/10/20, 37, , 8, 7, , 
2016/10/21, 19, , 7, 5, , 
2016/10/22, 32, , 7, 3, , 
2016/10/23, 21, , 8, 2, , 
2016/10/24, 12, , 11, 8, , 
2016/10/25, 27, , 9, 6, , 
2016/10/29, 11, , 6, 3, , 
2016/10/30, 17, , 4, 6, , 
2016/10/31, 30, , 4, 6, , 
2016/11/1, 14, , 9, 5, , 
2016/11/2, 18, , 12, 4, , 
2016/11/3, 19, , 9, 6, , 
2016/11/4, 24, , 8, 7, , 
2016/11/5, 30, , 10, 5, , 
2016/11/6, 28, , 11, 3, , 
2016/11/7, 13, , 10, 5, , 
2016/11/8, 17, , 6, 5, , 
2016/11/9, 29, , 5, 8, , 
2016/11/10, 29, , 2, 6, , 
2016/11/11, 26, , 2, 5, , 
2016/11/12, 36, , 10, 5, , 
2016/11/13, 19, , 14, 2, , 
2016/11/14, 14, , 8, 8, , 
2016/11/15, 27, , 4, 7, , 
2016/11/16, 15, , 8, 5, , 
2016/11/17, 16, , 7, 5, , 
2016/11/18, 20, , 9, 6, , 
2016/11/19, 21, , 9, 3, , 
2016/11/20, 36, , 11, 3, , 
2016/11/21, 31, , 9, 6, , 
2016/11/22, 23, , 11, 4, , 
2016/11/23, 16, , 11, 6, , 
2016/11/24, 15, , 13, 4, , 
2016/11/25, 14, , 10, 5, , 
2016/11/26, 18, , 8, 6, , 
2016/11/27, 20, , 10, 5, , 
2016/11/28, 9, , 5, 4, , 
2016/11/29, 8, , 5, 4, , 
2016/11/30, 12, , 9, 5, , 
2016/12/1, 16, , 5, 6, , 
2016/12/2, 16, , 7, 5, , 
2016/12/3, 17, , 5, 6, , 
2016/12/4, 23, , 11, 4, , 
2016/12/5, 11, , 9, 4, , 
2016/12/6, 9, , 11, 3, , 
2016/12/7, 11, , 9, 6, , 
2016/12/8, 18, , 6, 6, , 
2016/12/9, 20, , 7, 8, , 
2016/12/10, 17, , 9, 4, , 
2016/12/11, 14, , 9, 4, , 
2016/12/12, 11, , 5, 11, , 
2016/12/13, 34, , 3, 11, , 
2016/12/14, 26, , 5, 12, , 
2016/12/15, 39, , 4, 9, , 
2016/12/16, 24, , 8, 8, , 
2016/12/17, 33, , 8, 6, , 
2016/12/18, 29, , 8, 4, , 
2016/12/19, 25, , 10, 5, , 
2016/12/20, 13, , 6, 9, , 
2016/12/21, 26, , 5, 5, , 
2016/12/22, 28, , 8, 6, , 
2016/12/23, 13, , 4, 9, , 
2016/12/24, 19, , 6, 5, , 
2016/12/25, 29, , 9, 3, , 
2016/12/26, 50, , 12, 3, , 
2016/12/27, 22, , 8, 6, , 
2016/12/28, 39, , 7, 6, , 
2016/12/29, 14, , 12, 5, , 
2016/12/30, 11, , 3, 6, , 
2016/12/31, 16, , 5, 6, , 
2017/1/1, 22, , 14, 2, , 
2017/1/2, 9, , 14, 2, , 
2016/7/2, 13, , 10, 2, , 
2016/7/3, 14, , 9, 2, , 
2016/7/4, 15, , 7, 4, , 
2016/7/5, 17, , 6, 4, , 
2016/7/6, 21, , 9, 5, , 
2016/7/7, 27, , 6, 4, , 
2016/7/8, 22, , 6, 3, , 
2016/7/9, 11, , 9, 2, , 
2016/7/10, 14, , 11, 3, , 
2016/7/11, 13, , 9, 3, , 
2016/7/12, 24, , 6, 4, , 
2016/7/13, 24, , 3, 3, , 
2016/7/14, 17, , 7, 3, , 
2016/7/15, 16, , 7, 3, , 
2016/7/16, 20, , 7, 4, , 
2016/7/17, 33, , 11, 2, , 
2016/7/18, 28, , 10, 4, , 
2016/7/19, 30, , 8, 4, , 
2016/7/20, 17, , 9, 5, , 
2016/7/21, 27, , 8, 5, , 
2016/7/22, 31, , 11, 4, , 
2016/7/23, 23, , 9, 4, , 
2016/7/24, 24, , 12, 5, , 
2016/7/25, 30, , 8, 7, , 
2016/7/26, 43, , 9, 5, , 
2016/7/27, 42, , 8, 5, , 
2016/7/28, 30, , 5, 4, , 
2016/7/29, 27, , 6, 3, , 
2016/7/30, 27, , 8, 4, , 
2016/7/31, 25, , 8, 2, , 
2016/8/1, 17, , 11, 3, , 
2016/8/2, 20, , 5, 4, , 
2016/8/3, 15, , 6, 5, , 
2016/8/4, 30, , 9, 5, , 
2016/8/5, 31, , 9, 5, , 
2016/8/6, 29, , 11, 3, , 
2016/8/7, 29, , 8, 2, , 
2016/8/8, 21, , 8, 4, , 
2016/8/9, 24, , 4, 6, , 
2016/8/10, 19, , 5, 4, , 
2016/8/11, 23, , 5, 4, , 
2016/8/12, 31, , 4, 5, , 
2016/8/13, 25, , 4, 6, , 
2016/8/14, 29, , 6, 4, , 
2016/8/15, 22, , 9, 6, , 
2016/8/16, 27, , 8, 5, , 
2016/8/17, 29, , 6, 5, , 
2016/8/18, 32, , 5, 7, , 
2016/8/19, 39, , 6, 9, , 
2016/8/20, 48, , 5, 7, , 
2016/8/21, 32, , 10, 4, , 
2016/8/22, 29, , 9, 4, , 
2016/8/23, 25, , 6, 6, , 
2016/8/24, 28, , 4, 8, , 
2016/8/25, 32, , 2, 11, , 
2016/8/26, 39, , 7, 12, , 
2016/8/27, 45, , , 4, , 
2016/8/28, 27, , , 3, , 
2016/8/29, 24, , 7, 9, , 
2016/8/30, 36, , 10, 5, , 
2016/8/31, 27, , 5, 5, , 
2016/9/1, 16, , 7, 5, , 
2016/9/2, 25, , 7, 4, , 
2016/9/3, 12, , 8, 4, , 
2016/9/4, 22, , 7, 2, , 
2016/9/5, 14, , 6, 2, , 
2016/9/6, 20, , 8, 3, , 
2016/9/7, 18, , 5, 5, , 
2016/9/8, 24, , 8, 4, , 
2016/9/9, 23, , 5, 6, , 
2016/9/10, 29, , 7, 5, , 
2016/9/11, 29, , 9, 3, , 
2016/9/12, 20, , 5, 6, , 
2016/9/13, 24, , 4, 7, , 
2016/9/14, 25, , 4, 8, , 
2016/9/15, 31, , 6, 8, , 
2016/9/16, 39, , 8, 9, , 
2016/9/17, 41, , 7, 3, , 
2016/9/18, 8, , 11, 2, , 
2016/9/19, 19, , 8, 4, , 
2016/9/20, 16, , 7, 3, , 
2016/9/21, 15, , 4, 4, , 
2016/9/22, 19, , 6, 5, , 
2016/9/23, 28, , 7, 5, , 
